"created_at";"updated_at";"deleted_at";"name";"classification";"parse";"metaphone";"name_variations"
"";"";"";"MAGDIELE";"F";"MAGDIELE (MD)";"MD";"|MAGDIELE|"
"";"";"";"MAGDIELI";"F";"MAGDIELI (MD)";"MD";"|MAGDALI|MAGDIELI|"
"";"";"";"MAGDO";"M";"MAGDO (MD)";"MD";"|MAGDO|"
"";"";"";"MAGEANE";"F";"MAGEANE (MJ)";"MJ";"|MAGEANE|"
"";"";"";"MAGILA";"F";"MAGILA (MJl)";"MJl";"|MAGELA|MAGILA|MAGLA|MAGUILA|MAJELA|MAJILA|"
"";"";"";"MAGELO";"M";"MAGELO (MJl)";"MJl";"|MAGELO|"
"";"";"";"MAGGIE";"F";"MAGGIE (MJ)";"MJ";"|MAGGIE|"
"";"";"";"MAGGY";"F";"MAGGY (MI)";"MI";"|MAGGY|"
"";"";"";"MAGUI";"F";"MAGUI (MG)";"MG";"|MAGI|MAGUI|MAGUY|"
"";"";"";"MAGID";"M";"MAGID (MJD)";"MJD";"|MAGID|"
"";"";"";"MAGUIDA";"F";"MAGUIDA (MGD)";"MGD";"|MAGIDA|MAGUIDA|"
"";"";"";"MAGIDE";"M";"MAGIDE (MJD)";"MJD";"|MAGIDE|"
"";"";"";"MAGUIDIEL";"M";"MAGUIDIEL (MGD)";"MGD";"|MAGIDIEL|MAGUIDIEL|"
"";"";"";"MAGILDO";"M";"MAGILDO (MJD)";"MJD";"|MAGILDO|"
"";"";"";"MAGILSON";"M";"MAGILSON (MJSM)";"MJSM";"|MAGILSON|"
"";"";"";"MAGUINA";"F";"MAGUINA (MG)";"MG";"|MAGINA|MAGUINA|"
"";"";"";"MAGUINO";"M";"MAGUINO (MG)";"MG";"|MAGINO|MAGUINO|"
"";"";"";"MAGLIANE";"F";"MAGLIANE (M)";"M";"|MAGLAINE|MAGLIANE|"
"";"";"";"MAGLEIDE";"F";"MAGLEIDE (MD)";"MD";"|MAGLEIDE|"
"";"";"";"MAGMA";"F";"MAGMA (MM)";"MM";"|MAGMA|MAGMAR|"
"";"";"";"MAGNA";"F";"MAGNA (M)";"M";"|MAGNA|MAGNAR|"
"";"";"";"MAGNAIR";"F";"MAGNAIR (MR)";"MR";"|MAGNAIR|"
"";"";"";"MAGNALDA";"F";"MAGNALDA (MD)";"MD";"|MAGNALDA|"
"";"";"";"MAGNALDO";"M";"MAGNALDO (MD)";"MD";"|MAGNALDO|"
"";"";"";"MAGNOLIA";"F";"MAGNOLIA (M)";"M";"|MAGNALIA|MAGNELIA|MAGNOLIA|"
"";"";"";"MAGNALVA";"F";"MAGNALVA (MV)";"MV";"|MAGNALVA|"
"";"";"";"MAGNARIA";"F";"MAGNARIA (MR)";"MR";"|MAGNARIA|"
"";"";"";"MAGNER";"M";"MAGNER (MR)";"MR";"|MAGNE|MAGNER|"
"";"";"";"MAGNEIDE";"F";"MAGNEIDE (MD)";"MD";"|MAGNEIDE|"
"";"";"";"MAGNILSON";"M";"MAGNILSON (MSM)";"MSM";"|MAGNELSON|MAGNILSON|"
"";"";"";"MAGNETE";"F";"MAGNETE (MT)";"MT";"|MAGNETE|"
"";"";"";"MAGNOEL";"M";"MAGNOEL (M)";"M";"|MAGNAEL|MAGNIEL|MAGNOEL|"
"";"";"";"MAGNO";"M";"MAGNO (M)";"M";"|MAGNO|MAGNOR|"
"";"";"";"MAGNOBALDO";"M";"MAGNOBALDO (MBD)";"MBD";"|MAGNOBALDO|"
"";"";"";"MAGNOGLEIDE";"F";"MAGNOGLEIDE (MD)";"MD";"|MAGNOGLEIDE|"
"";"";"";"MAGNOLHA";"F";"MAGNOLHA (M1)";"M1";"|MAGNOLHA|"
"";"";"";"MAGNON";"M";"MAGNON (MM)";"MM";"|MAGNOM|MAGNON|"
"";"";"";"MAGNORIA";"F";"MAGNORIA (MR)";"MR";"|MAGNORIA|"
"";"";"";"MAGNOS";"M";"MAGNOS (MS)";"MS";"|MAGNOS|"
"";"";"";"MAGNOVALDO";"M";"MAGNOVALDO (MVD)";"MVD";"|MAGNOVALDO|"
"";"";"";"MAGNUM";"M";"MAGNUM (MM)";"MM";"|MAGNUM|MAGNUN|"
"";"";"";"MAGNUS";"M";"MAGNUS (MS)";"MS";"|MAGNUS|"
"";"";"";"MAGRID";"F";"MAGRID (MRD)";"MRD";"|MAGRID|"
"";"";"";"MAGRIT";"F";"MAGRIT (MRT)";"MRT";"|MAGRIT|"
"";"";"";"MAGSON";"M";"MAGSON (MSM)";"MSM";"|MAGSOM|MAGSON|"
"";"";"";"MAGTON";"M";"MAGTON (MTM)";"MTM";"|MAGTON|"
"";"";"";"MAGUIANE";"F";"MAGUIANE (MGI)";"MGI";"|MAGIANE|MAGUIANE|"
"";"";"";"MAGUINALDO";"M";"MAGUINALDO (MGD)";"MGD";"|MAGUINALDO|"
"";"";"";"MAGUINOLIA";"F";"MAGUINOLIA (MG)";"MG";"|MAGINOLIA|MAGUINOLIA|"
"";"";"";"MAGVANIA";"F";"MAGVANIA (MV)";"MV";"|MAGVANIA|"
"";"";"";"MAMED";"M";"MAMED (MMD)";"MMD";"|MAHAMED|MAMED|"
"";"";"";"MANA";"F";"MANA (M)";"M";"|MAHANA|MANA|"
"";"";"";"MARA";"F";"MARA (MR)";"MR";"|MAARA|MAHARA|MARA|MARAH|MARRA|"
"";"";"";"MAHATMA";"M";"MAHATMA (MTM)";"MTM";"|MAHATMA|"
"";"";"";"MAIARA";"F";"MAIARA (MIR)";"MIR";"|MAHIARA|MAHYARA|MAIARA|MAYARA|MAYARAH|MAYHARA|"
"";"";"";"MAIRA";"F";"MAIRA (M)";"M";"|MAHIRA|MAHYRA|MAIRA|MAYRA|MAYRAH|MIARA|MYARA|"
"";"";"";"MAHMOUD";"M";"MAHMOUD (MMD)";"MMD";"|MAHMOUD|MAHMUD|MAMUD|"
"";"";"";"MAIR";"F";"MAIR (MR)";"MR";"|MAI|MAIR|MAUI|MAUIR|MAY|MAYR|MIA|MIYA|"
"";"";"";"MAIA";"F";"MAIA (MI)";"MI";"|MAIA|MAIAA|MAIAH|MAIAR|MAYA|MAYAR|"
"";"";"";"MAIALA";"F";"MAIALA (MIl)";"MIl";"|MAIALA|MAIELA|"
"";"";"";"MAIALU";"F";"MAIALU (MIl)";"MIl";"|MAIALU|"
"";"";"";"MAIAME";"F";"MAIAME (MIM)";"MIM";"|MAIAME|MAYAME|"
"";"";"";"MAIAN";"M";"MAIAN (MIM)";"MIM";"|MAIAM|MAIAN|MAYAM|MAYAN|"
"";"";"";"MAIANA";"F";"MAIANA (MI)";"MI";"|MAIANA|MAIANNA|MAYANA|MAYANNA|"
"";"";"";"MAIANARA";"F";"MAIANARA (MIR)";"MIR";"|MAIANARA|MAYANARA|"
"";"";"";"MAIANDER";"M";"MAIANDER (MIDR)";"MIDR";"|MAIANDER|"
"";"";"";"MAIANDRA";"F";"MAIANDRA (MIDR)";"MIDR";"|MAIANDRA|MAYANDRA|"
"";"";"";"MAIANE";"F";"MAIANE (MI)";"MI";"|MAIANE|MAIANNE|MAYANE|MAYANNE|"
"";"";"";"MAIANGELA";"F";"MAIANGELA (MIJl)";"MIJl";"|MAIANGELA|"
"";"";"";"MAIANI";"F";"MAIANI (MI)";"MI";"|MAIANI|MAIANNY|MAIANY|MAYANI|MAYANNI|MAYANNY|MAYANY|"
"";"";"";"MAIANO";"M";"MAIANO (MI)";"MI";"|MAIANO|"
"";"";"";"MAIARI";"F";"MAIARI (MIR)";"MIR";"|MAIARI|MAIARY|"
"";"";"";"MAIDE";"F";"MAIDE (MD)";"MD";"|MAIBE|MAIDE|MAIDER|MAYBE|MAYDE|"
"";"";"";"MAIDI";"F";"MAIDI (MD)";"MD";"|MAIBI|MAIBY|MAIDI|MAIDY|MAYBI|"
"";"";"";"MAIK";"M";"MAIK (MK)";"MK";"|MAIC|MAIK|MAYC|MAYK|"
"";"";"";"MAICA";"F";"MAICA (MK)";"MK";"|MAICA|MAIKA|MAYCA|MAYKA|"
"";"";"";"MAIKE";"M";"MAIKE (MK)";"MK";"|MAICE|MAIKE|MAIKER|MAYCE|MAYKE|MAYKER|"
"";"";"";"MAISSA";"F";"MAISSA (MS)";"MS";"|MAICHA|MAISHA|MAISSA|MAYSSA|"
"";"";"";"MAICHEL";"M";"MAICHEL (MX)";"MX";"|MAICHAEL|MAICHEL|MAYCHEL|"
"";"";"";"MAIKI";"M";"MAIKI (MK)";"MK";"|MAICI|MAICY|MAIKI|MAIKY|MAYKI|MAYKY|"
"";"";"";"MAICIRA";"F";"MAICIRA (MS)";"MS";"|MAICIRA|"
"";"";"";"MAICK";"M";"MAICK (MKK)";"MKK";"|MAICK|MAYCK|"
"";"";"";"MAICKE";"M";"MAICKE (MKK)";"MKK";"|MAICKE|MAYCKE|"
"";"";"";"MAICKEL";"M";"MAICKEL (MKK)";"MKK";"|MAICKEL|MAICKOL|MAYCKEL|"
"";"";"";"MAICKO";"M";"MAICKO (MKK)";"MKK";"|MAICKO|"
"";"";"";"MAYCKON";"M";"MAYCKON (MIKKM)";"MIKKM";"|MAICKOM|MAICKON|MAYCKON|"
"";"";"";"MAICKSON";"M";"MAICKSON (MKKSM)";"MKKSM";"|MAICKSON|MAYCKSON|"
"";"";"";"MAICKY";"M";"MAICKY (MKKI)";"MKKI";"|MAICKI|MAICKY|"
"";"";"";"MAICLA";"F";"MAICLA (MKl)";"MKl";"|MAICLA|"
"";"";"";"MAICO";"M";"MAICO (MK)";"MK";"|MAICO|MAIKO|MAYCO|MAYKO|MIAKO|MIYAKO|MYAKO|"
"";"";"";"MAIKEL";"M";"MAIKEL (MK)";"MK";"|MAICEL|MAICOL|MAIKEL|MAIKIEL|MAIKOL|MAIKUEL|MAYCOL|MAYKEL|MAYKOL|"
"";"";"";"MAICOLN";"M";"MAICOLN (MKM)";"MKM";"|MAICOLN|MAYCOLN|"
"";"";"";"MAICON";"M";"MAICON (MKM)";"MKM";"|MAICOM|MAICON|MAIKOM|MAIKON|MAYCOM|MAYCON|MAYCONN|MAYKOM|MAYKON|"
"";"";"";"MAICONSUEL";"M";"MAICONSUEL (MKS)";"MKS";"|MAICONSUEL|"
"";"";"";"MAICOS";"M";"MAICOS (MKS)";"MKS";"|MAICOS|"
"";"";"";"MAICOU";"M";"MAICOU (MK)";"MK";"|MAICOU|MAIKOU|MAYCOU|"
"";"";"";"MAYCOW";"M";"MAYCOW (MIK)";"MIK";"|MAICOW|MAIKOW|MAYCOW|MAYKOW|"
"";"";"";"MAIKSON";"M";"MAIKSON (MKSM)";"MKSM";"|MAICSON|MAIKSON|MAYCSON|MAYKSON|"
"";"";"";"MAIDA";"F";"MAIDA (MD)";"MD";"|MAIDA|MAYDA|"
"";"";"";"MAIDANA";"F";"MAIDANA (MD)";"MD";"|MAIDANA|"
"";"";"";"MAIDERSON";"M";"MAIDERSON (MDRSM)";"MDRSM";"|MAIDERSON|"
"";"";"";"MAIDES";"F";"MAIDES (MDS)";"MDS";"|MAIDES|"
"";"";"";"MAIDSON";"M";"MAIDSON (MDSM)";"MDSM";"|MAIDSON|MAYDSON|"
"";"";"";"MAIELE";"F";"MAIELE (MI)";"MI";"|MAIALE|MAIELE|"
"";"";"";"MAIELEN";"F";"MAIELEN (MIM)";"MIM";"|MAIELEN|"
"";"";"";"MAIELI";"F";"MAIELI (MI)";"MI";"|MAIALI|MAIELI|MAIELY|"
"";"";"";"MAIELLE";"F";"MAIELLE (MI)";"MI";"|MAIELLE|"
"";"";"";"MAIELLY";"F";"MAIELLY (MII)";"MII";"|MAIELLI|MAIELLY|"
"";"";"";"MAIENA";"F";"MAIENA (MI)";"MI";"|MAIENA|"
"";"";"";"MAIENE";"F";"MAIENE (MI)";"MI";"|MAIENE|MAYENE|MAYENNE|"
"";"";"";"MAYER";"M";"MAYER (MIR)";"MIR";"|MAIE|MAIER|MAYER|"
"";"";"";"MAIGA";"F";"MAIGA (MG)";"MG";"|MAIGA|"
"";"";"";"MAIGON";"M";"MAIGON (MGM)";"MGM";"|MAIGON|"
"";"";"";"MAIHARA";"F";"MAIHARA (MR)";"MR";"|MAIHARA|"
"";"";"";"MAIKELE";"F";"MAIKELE (MK)";"MK";"|MAIKELE|MAIKIELE|MAYKELE|"
"";"";"";"MAIKELEN";"F";"MAIKELEN (MKM)";"MKM";"|MAIKELEN|"
"";"";"";"MAIKELI";"F";"MAIKELI (MK)";"MK";"|MAICLEI|MAIKELI|MAIKELY|MAIKIELI|MAYKELI|MAYKELY|"
"";"";"";"MAIKELINE";"F";"MAIKELINE (MK)";"MK";"|MAIKELINE|MAYKELINE|"
"";"";"";"MAYKELL";"M";"MAYKELL (MIK)";"MIK";"|MAIKELL|MAYKELL|MAYKOLL|"
"";"";"";"MAIKELLE";"F";"MAIKELLE (MK)";"MK";"|MAIKELLE|MAYKELLE|"
"";"";"";"MAIKELLY";"F";"MAIKELLY (MKI)";"MKI";"|MAIKELLI|MAIKELLY|MAYKELLI|MAYKELLY|"
"";"";"";"MAIKEU";"M";"MAIKEU (MK)";"MK";"|MAIKEU|"
"";"";"";"MAIKSUEL";"M";"MAIKSUEL (MKS)";"MKS";"|MAICSUEL|MAIKSUEL|MAYKSUEL|"
"";"";"";"MILIANE";"F";"MILIANE (M)";"M";"|MAILAINE|MALAINE|MALIANE|MEILIANE|MELAINE|MELAYNE|MELIANE|MILAINE|MILAYNE|MILIANE|MYLAINE|"
"";"";"";"MAILAN";"M";"MAILAN (MlM)";"MlM";"|MAILAN|MALAN|MAYLAN|MILAN|"
"";"";"";"MILANA";"F";"MILANA (Ml)";"Ml";"|MAILANA|MALANA|MAYLANA|MELANA|MILANA|MYLANA|"
"";"";"";"MAILANE";"F";"MAILANE (Ml)";"Ml";"|MAILANE|MALANE|MAYLANE|MEILANE|MELANE|MILANE|MILANNE|MYLANE|"
"";"";"";"MELANI";"F";"MELANI (Ml)";"Ml";"|MAILANI|MAILANY|MALANI|MALANY|MAYLANI|MELANI|MELANNY|MELANY|MILANI|MILANY|"
"";"";"";"MELKE";"M";"MELKE (MK)";"MK";"|MAILCE|MELKE|MELKER|MILCE|MILKE|MILKER|"
"";"";"";"MILDA";"F";"MILDA (MD)";"MD";"|MAILDA|MALBA|MALDA|MELBA|MELDA|MILDA|"
"";"";"";"MAILDES";"F";"MAILDES (MDS)";"MDS";"|MAILDES|MILDES|"
"";"";"";"MAILDO";"M";"MAILDO (MD)";"MD";"|MAILDO|MALDO|MILDO|MOALDO|"
"";"";"";"MILDSON";"M";"MILDSON (MDSM)";"MDSM";"|MAILDSON|MILDSON|"
"";"";"";"MILEIDE";"F";"MILEIDE (MD)";"MD";"|MAILEIDE|MALEIDE|MELEIDE|MELIDE|MILEIDE|MILEYDE|MYLEIDE|"
"";"";"";"MILENA";"F";"MILENA (M)";"M";"|MAILENA|MALENA|MELENA|MILENA|MILENNA|MILHENA|MLENA|MOLENA|MYLENA|MYLENNA|"
"";"";"";"MAILIN";"F";"MAILIN (MM)";"MM";"|MAILIN|MAILYN|MALIN|MAYLIN|MEILIN|MELIN|"
"";"";"";"MELINE";"F";"MELINE (M)";"M";"|MAILINE|MALINE|MAYLINE|MELINE|MELYNE|MILEINE|MILINE|MOLINE|"
"";"";"";"MAYLING";"F";"MAYLING (MI)";"MI";"|MAILING|MAYLING|"
"";"";"";"MILLA";"F";"MILLA (Ml)";"Ml";"|MAILLA|MALILA|MAYLLA|MELILA|MILELA|MILLA|MYLLA|"
"";"";"";"MAYLLON";"M";"MAYLLON (MIlM)";"MIlM";"|MAILLON|MALLON|MAYLLON|"
"";"";"";"MAILME";"F";"MAILME (MM)";"MM";"|MAILME|"
"";"";"";"MAILON";"M";"MAILON (MlM)";"MlM";"|MAELON|MAILOM|MAILON|MALOM|MALON|MAYLOM|MAYLON|MILON|"
"";"";"";"MELO";"M";"MELO (Ml)";"Ml";"|MAILO|MAILOR|MALO|MAULO|MAYLO|MELO|MILO|MUILO|"
"";"";"";"MAILZA";"F";"MAILZA (MZ)";"MZ";"|MAELZA|MAILSA|MAILZA|MELSA|MELZA|MILSA|MILZA|"
"";"";"";"MILSE";"F";"MILSE (MS)";"MS";"|MAILSE|MAILZE|MILSE|MILZE|"
"";"";"";"MAILSSON";"M";"MAILSSON (MS)";"MS";"|MAILSSOM|MAILSSON|MILSSON|"
"";"";"";"MILTO";"M";"MILTO (MT)";"MT";"|MAILTO|MALTO|MILTO|MILTOR|"
"";"";"";"MALU";"F";"MALU (Ml)";"Ml";"|MAILU|MALU|MAYALU|"
"";"";"";"MALUCIA";"F";"MALUCIA (MlS)";"MlS";"|MAILUCIA|MALUCIA|"
"";"";"";"MAIMA";"F";"MAIMA (MM)";"MM";"|MAIMA|"
"";"";"";"MAIME";"F";"MAIME (MM)";"MM";"|MAIME|MAYME|"
"";"";"";"MAINA";"F";"MAINA (M)";"M";"|MAINA|MAINAR|MAYNA|MAYNNA|"
"";"";"";"MAINAN";"F";"MAINAN (MM)";"MM";"|MAINAN|MAYNAN|"
"";"";"";"MAINARA";"F";"MAINARA (MR)";"MR";"|MAINARA|MAYNARA|"
"";"";"";"MAYNARD";"M";"MAYNARD (MIRD)";"MIRD";"|MAINARD|MAYNARD|"
"";"";"";"MAINDRA";"F";"MAINDRA (MDR)";"MDR";"|MAINDRA|"
"";"";"";"MAINE";"F";"MAINE (M)";"M";"|MAINE|MAINNE|MAYNE|MAYNNE|MIANE|"
"";"";"";"MAINEIDE";"F";"MAINEIDE (MD)";"MD";"|MAINEIDE|"
"";"";"";"MAINES";"F";"MAINES (MS)";"MS";"|MAINES|"
"";"";"";"MAINI";"F";"MAINI (M)";"M";"|MAINI|MAINY|MAYNI|"
"";"";"";"MAINO";"M";"MAINO (M)";"M";"|MAINO|"
"";"";"";"MAIO";"M";"MAIO (MI)";"MI";"|MAIO|"
"";"";"";"MAION";"M";"MAION (MIM)";"MIM";"|MAIOM|MAION|"
"";"";"";"MAIONARA";"F";"MAIONARA (MIR)";"MIR";"|MAIONARA|"
"";"";"";"MAIONE";"F";"MAIONE (MI)";"MI";"|MAIONE|"
"";"";"";"MAIQ";"M";"MAIQ (MK)";"MK";"|MAIQ|"
"";"";"";"MAIQUE";"M";"MAIQUE (MK)";"MK";"|MAIQUE|MAYQUE|"
"";"";"";"MAIQUEL";"M";"MAIQUEL (MK)";"MK";"|MAIQUEL|MAIQUIEL|MAYQUEL|"
"";"";"";"MAIQUELE";"F";"MAIQUELE (MK)";"MK";"|MAIQUELE|MAIQUIELE|MAYQUELE|"
"";"";"";"MAIQUELI";"F";"MAIQUELI (MK)";"MK";"|MAIQUELI|MAIQUELY|MAIQUIELI|MAYQUELI|"
"";"";"";"MAIQUELINE";"F";"MAIQUELINE (MK)";"MK";"|MAIQUELINE|"
"";"";"";"MAIQUELLE";"F";"MAIQUELLE (MK)";"MK";"|MAIQUELLE|"
"";"";"";"MAIQUI";"M";"MAIQUI (MK)";"MK";"|MAIQUI|MAYQUI|"
"";"";"";"MAIQUISON";"M";"MAIQUISON (MKSM)";"MKSM";"|MAIQUISON|"
"";"";"";"MAIRAN";"F";"MAIRAN (MM)";"MM";"|MAIRAM|MAIRAN|MAYRAN|"
"";"";"";"MAIRANA";"F";"MAIRANA (M)";"M";"|MAIRANA|MAYRANA|"
"";"";"";"MAIRANE";"F";"MAIRANE (M)";"M";"|MAIRANE|MAYRANE|"
"";"";"";"MAIRCE";"F";"MAIRCE (MRS)";"MRS";"|MAIRCE|"
"";"";"";"MAIRDE";"F";"MAIRDE (MRD)";"MRD";"|MAIRDE|"
"";"";"";"MAIRDES";"F";"MAIRDES (MRDS)";"MRDS";"|MAIRDES|"
"";"";"";"MAIRE";"F";"MAIRE (M)";"M";"|MAIRE|MAYRE|"
"";"";"";"MAIRLE";"F";"MAIRLE (MR)";"MR";"|MAIRELE|MAIRIELE|MAIRLE|"
"";"";"";"MAIRENE";"F";"MAIRENE (M)";"M";"|MAIRENE|"
"";"";"";"MAIRES";"F";"MAIRES (MS)";"MS";"|MAIRES|MAYRES|"
"";"";"";"MAIRI";"F";"MAIRI (M)";"M";"|MAIRI|MAIRY|MAYRI|MAYRY|"
"";"";"";"MAIRIA";"F";"MAIRIA (M)";"M";"|MAIRIA|"
"";"";"";"MAIRIANE";"F";"MAIRIANE (M)";"M";"|MAIRIANE|MAYRIANE|"
"";"";"";"MAIRIM";"F";"MAIRIM (MM)";"MM";"|MAIRIM|MAIRIN|"
"";"";"";"MAIRINE";"F";"MAIRINE (M)";"M";"|MAIRINE|MAYRINE|"
"";"";"";"MAIRIS";"F";"MAIRIS (MS)";"MS";"|MAIRIS|MAYRIS|"
"";"";"";"MAIRLA";"F";"MAIRLA (MRl)";"MRl";"|MAIRLA|MAYRLA|"
"";"";"";"MAIRLANE";"F";"MAIRLANE (MRl)";"MRl";"|MAIRLANE|"
"";"";"";"MAIRLI";"F";"MAIRLI (MR)";"MR";"|MAIRLEI|MAIRLI|MAIRLY|"
"";"";"";"MAYRLLA";"F";"MAYRLLA (MIRl)";"MIRl";"|MAIRLLA|MAYRLLA|"
"";"";"";"MAIRLO";"M";"MAIRLO (MRl)";"MRl";"|MAIRLO|"
"";"";"";"MAIRLON";"M";"MAIRLON (MRlM)";"MRlM";"|MAIRLON|MAYRLON|"
"";"";"";"MAIRO";"M";"MAIRO (M)";"M";"|MAIRO|MAYRO|"
"";"";"";"MAIRON";"M";"MAIRON (MM)";"MM";"|MAIROM|MAIRON|MAYROM|MAYRON|"
"";"";"";"MAIRONE";"M";"MAIRONE (M)";"M";"|MAIRONE|MAYRONE|"
"";"";"";"MAIROS";"M";"MAIROS (MS)";"MS";"|MAIROS|"
"";"";"";"MAIRSON";"M";"MAIRSON (MRSM)";"MRSM";"|MAIRSON|"
"";"";"";"MAIRTA";"F";"MAIRTA (MRT)";"MRT";"|MAIRTA|"
"";"";"";"MAIRTE";"F";"MAIRTE (MRT)";"MRT";"|MAIRTE|"
"";"";"";"MAIRTES";"F";"MAIRTES (MRTS)";"MRTS";"|MAIRTES|"
"";"";"";"MAIRTO";"M";"MAIRTO (MRT)";"MRT";"|MAIRTO|"
"";"";"";"MAIRTON";"M";"MAIRTON (MRTM)";"MRTM";"|MAIRTOM|MAIRTON|MAYRTON|"
"";"";"";"MAIS";"F";"MAIS (MS)";"MS";"|MAIS|MAIZ|MAYS|"
"";"";"";"MAISA";"F";"MAISA (MS)";"MS";"|MAISA|MAIZA|MAYSA|MAYZA|"
"";"";"";"MAISE";"F";"MAISE (MS)";"MS";"|MAISE|MAIZE|MAYSE|MAYZE|"
"";"";"";"MAISES";"M";"MAISES (MSS)";"MSS";"|MAISES|"
"";"";"";"MAISY";"F";"MAISY (MSI)";"MSI";"|MAISI|MAISY|MAIZI|MAIZY|MAYSI|"
"";"";"";"MAISIA";"F";"MAISIA (MS)";"MS";"|MAISIA|MAIZIA|"
"";"";"";"MAISLA";"F";"MAISLA (MSl)";"MSl";"|MAISLA|MAYSLA|"
"";"";"";"MAISON";"M";"MAISON (MSM)";"MSM";"|MAISOM|MAISON|MAYSOM|MAYSON|"
"";"";"";"MAISSE";"F";"MAISSE (MS)";"MS";"|MAISSE|"
"";"";"";"MAISSON";"M";"MAISSON (MS)";"MS";"|MAICHON|MAISSOM|MAISSON|MAYSSON|"
"";"";"";"MAITA";"F";"MAITA (MT)";"MT";"|MAITA|MAYTA|"
"";"";"";"MAITAN";"M";"MAITAN (MTM)";"MTM";"|MAITAN|"
"";"";"";"MAITANA";"F";"MAITANA (MT)";"MT";"|MAITANA|"
"";"";"";"MAITANE";"F";"MAITANE (MT)";"MT";"|MAITANE|"
"";"";"";"MAITE";"F";"MAITE (MT)";"MT";"|MAITE|MAITER|MAITHE|MAYTE|MAYTHE|"
"";"";"";"MAITON";"M";"MAITON (MTM)";"MTM";"|MAITOM|MAITON|MAYTON|"
"";"";"";"MAITTE";"F";"MAITTE (MTT)";"MTT";"|MAITTE|"
"";"";"";"MAITY";"F";"MAITY (MTI)";"MTI";"|MAITI|MAITY|"
"";"";"";"MAIUDE";"F";"MAIUDE (MID)";"MID";"|MAIUDE|"
"";"";"";"MAIUDES";"F";"MAIUDES (MIDS)";"MIDS";"|MAIUDES|"
"";"";"";"MAIUMA";"F";"MAIUMA (MIM)";"MIM";"|MAIUMA|"
"";"";"";"MAYUME";"F";"MAYUME (MIM)";"MIM";"|MAIUME|MAYUME|"
"";"";"";"MAYUMI";"F";"MAYUMI (MIM)";"MIM";"|MAIUMI|MAIUMY|MAYUMI|MAYUMY|"
"";"";"";"MAIUNE";"F";"MAIUNE (MI)";"MI";"|MAIUNE|MAYUNE|"
"";"";"";"MAIURA";"F";"MAIURA (MIR)";"MIR";"|MAIURA|MAYURA|"
"";"";"";"MAIURI";"F";"MAIURI (MIR)";"MIR";"|MAIURI|MAIURY|MAYURI|"
"";"";"";"MAIUSA";"F";"MAIUSA (MIS)";"MIS";"|MAIUSA|MAIUZA|"
"";"";"";"MAIVAN";"M";"MAIVAN (MVM)";"MVM";"|MAIVAN|"
"";"";"";"MAIYARA";"F";"MAIYARA (MIR)";"MIR";"|MAIYARA|"
"";"";"";"MAIZETE";"F";"MAIZETE (MZT)";"MZT";"|MAISETE|MAIZETE|"
"";"";"";"MAJA";"F";"MAJA (MJ)";"MJ";"|MAGA|MAJA|"
"";"";"";"MAJANE";"F";"MAJANE (MJ)";"MJ";"|MAJANE|"
"";"";"";"MAJARA";"F";"MAJARA (MJR)";"MJR";"|MAJARA|"
"";"";"";"MAJED";"M";"MAJED (MJD)";"MJD";"|MAJED|"
"";"";"";"MAJORI";"F";"MAJORI (MJR)";"MJR";"|MAJORI|MAJORRI|MAJORY|"
"";"";"";"MAJORIE";"F";"MAJORIE (MJR)";"MJR";"|MAJORIE|"
"";"";"";"MAJURIE";"F";"MAJURIE (MJR)";"MJR";"|MAJURIE|"
"";"";"";"MAKCIEL";"M";"MAKCIEL (MKS)";"MKS";"|MACKAEL|MACKEL|MAKCIEL|"
"";"";"";"MAKE";"M";"MAKE (MK)";"MK";"|MAKE|"
"";"";"";"MAKELEN";"F";"MAKELEN (MKM)";"MKM";"|MACIELEN|MAKELEN|"
"";"";"";"MAKERLI";"F";"MAKERLI (MKR)";"MKR";"|MAKERLI|MAKERLY|"
"";"";"";"MAKES";"M";"MAKES (MKS)";"MKS";"|MAKES|"
"";"";"";"MAKIKO";"F";"MAKIKO (MKK)";"MKK";"|MAKIKO|"
"";"";"";"MAKOTO";"M";"MAKOTO (MKT)";"MKT";"|MACOTO|MAKOTO|"
"";"";"";"MAKS";"M";"MAKS (MKS)";"MKS";"|MACS|MAKS|"
"";"";"";"MAKSANDRO";"M";"MAKSANDRO (MKSDR)";"MKSDR";"|MAKSANDRO|"
"";"";"";"MACXUEL";"M";"MACXUEL (MKX)";"MKX";"|MACSSUEL|MACXUEL|MAKSSUEL|"
"";"";"";"MAKSWEL";"M";"MAKSWEL (MKSV)";"MKSV";"|MAKSWEL|"
"";"";"";"MAKSWELL";"M";"MAKSWELL (MKSV)";"MKSV";"|MAKSWELL|"
"";"";"";"MALAQUE";"F";"MALAQUE (MlK)";"MlK";"|MALAQUE|"
"";"";"";"MALAQUIAS";"M";"MALAQUIAS (MlKIS)";"MlKIS";"|MALAQUIAS|"
"";"";"";"MILCA";"F";"MILCA (MK)";"MK";"|MALCA|MALKA|MELCA|MELKA|MILCA|MILCAR|MILKA|MYLKA|"
"";"";"";"MELKI";"M";"MELKI (MK)";"MK";"|MALCI|MALCIR|MELCI|MELKI|MELKY|"
"";"";"";"MALCO";"M";"MALCO (MK)";"MK";"|MALCO|MILKO|"
"";"";"";"MALCOLM";"M";"MALCOLM (MKM)";"MKM";"|MALCOLM|MALCOLN|"
